"","coords.lon","coords.lat","areas","areas.sum.areas."
"1228",-62.25,-4.25,3081.58087149057,0.000518388725776834
"1229",-61.75,-4.25,3081.58087149057,0.000518388725776834
"1230",-61.25,-4.25,3081.58087149057,0.000518388725776834
"1231",-60.75,-4.25,3081.58087149057,0.000518388725776834
"1232",-60.25,-4.25,3081.58087149057,0.000518388725776834
"1233",-59.75,-4.25,3081.58087149057,0.000518388725776834
"1234",-59.25,-4.25,3081.58087149057,0.000518388725776834
"1235",-58.75,-4.25,3081.58087149057,0.000518388725776834
"1236",-58.25,-4.25,3081.58087149057,0.000518388725776834
"1237",-57.75,-4.25,3081.58087149057,0.000518388725776834
"1238",-57.25,-4.25,3081.58087149057,0.000518388725776834
"1239",-56.75,-4.25,3081.58087149057,0.000518388725776834
"1240",-56.25,-4.25,3081.58087149057,0.000518388725776834
"1241",-55.75,-4.25,3081.58087149057,0.000518388725776834
"1242",-55.25,-4.25,3081.58087149057,0.000518388725776834
"1243",-54.75,-4.25,3081.58087149057,0.000518388725776834
"1244",-54.25,-4.25,3081.58087149057,0.000518388725776834
"1245",-53.75,-4.25,3081.58087149057,0.000518388725776834
"1246",-53.25,-4.25,3081.58087149057,0.000518388725776834
"1247",-52.75,-4.25,3081.58087149057,0.000518388725776834
"1248",-52.25,-4.25,3081.58087149057,0.000518388725776834
"1249",-51.75,-4.25,3081.58087149057,0.000518388725776834
"1250",-79.25,-3.75,3083.46196736187,0.000518705166893407
"1251",-78.75,-3.75,3083.46196736187,0.000518705166893407
"1252",-78.25,-3.75,3083.46196736187,0.000518705166893407
"1253",-77.75,-3.75,3083.46196736187,0.000518705166893407
"1254",-77.25,-3.75,3083.46196736187,0.000518705166893407
"1255",-76.75,-3.75,3083.46196736187,0.000518705166893407
"1256",-76.25,-3.75,3083.46196736187,0.000518705166893407
"1257",-75.75,-3.75,3083.46196736187,0.000518705166893407
"1258",-75.25,-3.75,3083.46196736187,0.000518705166893407
"1259",-74.75,-3.75,3083.46196736187,0.000518705166893407
"1260",-74.25,-3.75,3083.46196736187,0.000518705166893407
"1261",-73.75,-3.75,3083.46196736187,0.000518705166893407
"1262",-73.25,-3.75,3083.46196736187,0.000518705166893407
"1263",-72.75,-3.75,3083.46196736187,0.000518705166893407
"1264",-72.25,-3.75,3083.46196736187,0.000518705166893407
"1265",-71.75,-3.75,3083.46196736187,0.000518705166893407
"1266",-71.25,-3.75,3083.46196736187,0.000518705166893407
"1267",-70.75,-3.75,3083.46196736187,0.000518705166893407
"1268",-70.25,-3.75,3083.46196736187,0.000518705166893407
"1269",-69.75,-3.75,3083.46196736187,0.000518705166893407
"1270",-69.25,-3.75,3083.46196736187,0.000518705166893407
"1271",-68.75,-3.75,3083.46196736187,0.000518705166893407
"1272",-68.25,-3.75,3083.46196736187,0.000518705166893407
"1273",-67.75,-3.75,3083.46196736187,0.000518705166893407
"1274",-67.25,-3.75,3083.46196736187,0.000518705166893407
"1275",-66.75,-3.75,3083.46196736187,0.000518705166893407
"1276",-66.25,-3.75,3083.46196736187,0.000518705166893407
"1277",-65.75,-3.75,3083.46196736187,0.000518705166893407
"1278",-65.25,-3.75,3083.46196736187,0.000518705166893407
"1279",-64.75,-3.75,3083.46196736187,0.000518705166893407
"1280",-64.25,-3.75,3083.46196736187,0.000518705166893407
"1281",-63.75,-3.75,3083.46196736187,0.000518705166893407
"1282",-63.25,-3.75,3083.46196736187,0.000518705166893407
"1283",-62.75,-3.75,3083.46196736187,0.000518705166893407
"1284",-62.25,-3.75,3083.46196736187,0.000518705166893407
"1285",-61.75,-3.75,3083.46196736187,0.000518705166893407
"1286",-61.25,-3.75,3083.46196736187,0.000518705166893407
"1287",-60.75,-3.75,3083.46196736187,0.000518705166893407
"1288",-60.25,-3.75,3083.46196736187,0.000518705166893407
"1289",-59.75,-3.75,3083.46196736187,0.000518705166893407
"1290",-59.25,-3.75,3083.46196736187,0.000518705166893407
"1291",-58.75,-3.75,3083.46196736187,0.000518705166893407
"1292",-58.25,-3.75,3083.46196736187,0.000518705166893407
"1293",-57.75,-3.75,3083.46196736187,0.000518705166893407
"1294",-57.25,-3.75,3083.46196736187,0.000518705166893407
"1295",-56.75,-3.75,3083.46196736187,0.000518705166893407
"1296",-56.25,-3.75,3083.46196736187,0.000518705166893407
"1297",-55.75,-3.75,3083.46196736187,0.000518705166893407
"1298",-55.25,-3.75,3083.46196736187,0.000518705166893407
"1299",-54.75,-3.75,3083.46196736187,0.000518705166893407
"1300",-54.25,-3.75,3083.46196736187,0.000518705166893407
"1301",-53.75,-3.75,3083.46196736187,0.000518705166893407
"1302",-53.25,-3.75,3083.46196736187,0.000518705166893407
"1303",-52.75,-3.75,3083.46196736187,0.000518705166893407
"1304",-52.25,-3.75,3083.46196736187,0.000518705166893407
"1305",-51.75,-3.75,3083.46196736187,0.000518705166893407
"1306",-78.75,-3.25,3085.10823980718,0.000518982105617652
"1307",-78.25,-3.25,3085.10823980718,0.000518982105617652
"1308",-77.75,-3.25,3085.10823980718,0.000518982105617652
"1309",-77.25,-3.25,3085.10823980718,0.000518982105617652
"1310",-76.75,-3.25,3085.10823980718,0.000518982105617652
"1311",-76.25,-3.25,3085.10823980718,0.000518982105617652
"1312",-75.75,-3.25,3085.10823980718,0.000518982105617652
"1313",-75.25,-3.25,3085.10823980718,0.000518982105617652
"1314",-74.75,-3.25,3085.10823980718,0.000518982105617652
"1315",-74.25,-3.25,3085.10823980718,0.000518982105617652
"1316",-73.75,-3.25,3085.10823980718,0.000518982105617652
"1317",-73.25,-3.25,3085.10823980718,0.000518982105617652
"1318",-72.75,-3.25,3085.10823980718,0.000518982105617652
"1319",-72.25,-3.25,3085.10823980718,0.000518982105617652
"1320",-71.75,-3.25,3085.10823980718,0.000518982105617652
"1321",-71.25,-3.25,3085.10823980718,0.000518982105617652
"1322",-70.75,-3.25,3085.10823980718,0.000518982105617652
"1323",-70.25,-3.25,3085.10823980718,0.000518982105617652
"1324",-69.75,-3.25,3085.10823980718,0.000518982105617652
"1325",-69.25,-3.25,3085.10823980718,0.000518982105617652
"1326",-68.75,-3.25,3085.10823980718,0.000518982105617652
"1327",-68.25,-3.25,3085.10823980718,0.000518982105617652
"1328",-67.75,-3.25,3085.10823980718,0.000518982105617652
"1329",-67.25,-3.25,3085.10823980718,0.000518982105617652
"1330",-66.75,-3.25,3085.10823980718,0.000518982105617652
"1331",-66.25,-3.25,3085.10823980718,0.000518982105617652
"1332",-65.75,-3.25,3085.10823980718,0.000518982105617652
"1333",-65.25,-3.25,3085.10823980718,0.000518982105617652
"1334",-64.75,-3.25,3085.10823980718,0.000518982105617652
"1335",-64.25,-3.25,3085.10823980718,0.000518982105617652
"1336",-63.75,-3.25,3085.10823980718,0.000518982105617652
"1337",-63.25,-3.25,3085.10823980718,0.000518982105617652
"1338",-62.75,-3.25,3085.10823980718,0.000518982105617652
"1339",-62.25,-3.25,3085.10823980718,0.000518982105617652
"1340",-61.75,-3.25,3085.10823980718,0.000518982105617652
"1341",-61.25,-3.25,3085.10823980718,0.000518982105617652
"1342",-60.75,-3.25,3085.10823980718,0.000518982105617652
"1343",-60.25,-3.25,3085.10823980718,0.000518982105617652
"1344",-59.75,-3.25,3085.10823980718,0.000518982105617652
"1345",-59.25,-3.25,3085.10823980718,0.000518982105617652
"1346",-58.75,-3.25,3085.10823980718,0.000518982105617652
"1347",-58.25,-3.25,3085.10823980718,0.000518982105617652
"1348",-57.75,-3.25,3085.10823980718,0.000518982105617652
"1349",-57.25,-3.25,3085.10823980718,0.000518982105617652
"1350",-56.75,-3.25,3085.10823980718,0.000518982105617652
"1351",-56.25,-3.25,3085.10823980718,0.000518982105617652
"1352",-55.75,-3.25,3085.10823980718,0.000518982105617652
"1353",-55.25,-3.25,3085.10823980718,0.000518982105617652
"1354",-54.75,-3.25,3085.10823980718,0.000518982105617652
"1355",-54.25,-3.25,3085.10823980718,0.000518982105617652
"1356",-53.75,-3.25,3085.10823980718,0.000518982105617652
"1357",-53.25,-3.25,3085.10823980718,0.000518982105617652
"1358",-52.75,-3.25,3085.10823980718,0.000518982105617652
"1359",-52.25,-3.25,3085.10823980718,0.000518982105617652
"1360",-51.75,-3.25,3085.10823980718,0.000518982105617652
"1361",-79.25,-2.75,3086.51956342037,0.000519219520853536
"1362",-78.75,-2.75,3086.51956342037,0.000519219520853536
"1363",-78.25,-2.75,3086.51956342037,0.000519219520853536
"1364",-77.75,-2.75,3086.51956342037,0.000519219520853536
"1365",-77.25,-2.75,3086.51956342037,0.000519219520853536
"1366",-76.75,-2.75,3086.51956342037,0.000519219520853536
"1367",-76.25,-2.75,3086.51956342037,0.000519219520853536
"1368",-75.75,-2.75,3086.51956342037,0.000519219520853536
"1369",-75.25,-2.75,3086.51956342037,0.000519219520853536
"1370",-74.75,-2.75,3086.51956342037,0.000519219520853536
"1371",-74.25,-2.75,3086.51956342037,0.000519219520853536
"1372",-73.75,-2.75,3086.51956342037,0.000519219520853536
"1373",-73.25,-2.75,3086.51956342037,0.000519219520853536
"1374",-72.75,-2.75,3086.51956342037,0.000519219520853536
